Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year
Food,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,OUT045,2002,Medium,Tier 2,Supermarket Type1,792.302,23
Food,12.857645184136183,Low Fat,0.057792343,Fruits and Vegetables,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,2804.3496,40
Drinks,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,OUT045,2002,Medium,Tier 2,Supermarket Type1,4290.4152,23
Food,12.857645184136183,Regular,0.057792343,Baking Goods,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,37.2848,40
Food,12.85,Low Fat,0.137786856,Snack Foods,157.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.871,16
Food,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.296,21
Food,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226,21
Drinks,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.9552,28
Food,17.6,Low Fat,0.049345425,Snack Foods,115.4176,OUT017,2007,Medium,Tier 2,Supermarket Type1,1145.176,18
Food,15.7,Regular,0.11521312,Canned,112.0202,OUT017,2007,Medium,Tier 2,Supermarket Type1,3150.5656,18
Food,12.857645184136183,Regular,0.057792343,Frozen Foods,83.7566,OUT019,1985,Small,Tier 1,Grocery Store,253.6698,40
Food,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,OUT013,1987,High,Tier 3,Supermarket Type1,1779.0176,38
Food,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1185.7898,16
Drinks,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,Medium,Tier 3,Grocery Store,467.3916,27
Food,9.195,Regular,0.051908824,Baking Goods,78.1644,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.1592,18
Food,11.65,Low Fat,0.131770922,Baking Goods,151.1024,OUT045,2002,Medium,Tier 2,Supermarket Type1,1518.024,23
Non-Consumable,21.1,Non-Counsumable,0.028984804,Household,146.1786,OUT013,1987,High,Tier 3,Supermarket Type1,3034.0506,38
Non-Consumable,8.695,Non-Counsumable,0.120211747,Household,93.2094,OUT017,2007,Medium,Tier 2,Supermarket Type1,666.4658,18
Food,7.27,Regular,0.02076385,Canned,89.0488,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,38
Non-Consumable,8.85,Non-Counsumable,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1,210.3928,38
Food,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026,21
Non-Consumable,12.857645184136183,Non-Counsumable,0.024536199,Household,144.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652,40
Food,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809,26
Food,7.975,Low Fat,0.014653896,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025,26
Non-Consumable,10.0,Non-Counsumable,0.073794811,Health and Hygiene,121.444,OUT017,2007,Medium,Tier 2,Supermarket Type1,2516.724,18
Food,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,28
Food,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,21
Non-Consumable,7.285,Non-Counsumable,0.052141447,Household,174.9054,OUT010,1998,Medium,Tier 3,Grocery Store,525.3162,27
Drinks,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1576.6144,23
Food,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,1998,Medium,Tier 3,Grocery Store,392.822,27
Food,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.1568,26
Food,12.857645184136183,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.544,40
Non-Consumable,12.857645184136183,Non-Counsumable,0.024358634,Health and Hygiene,190.4214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642,40
Drinks,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848,21
Food,7.75,Regular,0.082930699,Frozen Foods,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834,28
Food,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,1987,High,Tier 3,Supermarket Type1,2474.7786,38
Food,9.8,Regular,0.235354055,Baking Goods,50.8008,OUT010,1998,Medium,Tier 3,Grocery Store,101.2016,27
Food,11.8,Regular,0.057746382,Meat,152.4366,OUT017,2007,Medium,Tier 2,Supermarket Type1,3929.5516,18
Food,9.8,Regular,0.045337184,Baking Goods,36.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.5984,26
Food,7.42,Low Fat,0.020374875,Snack Foods,248.0092,OUT013,1987,High,Tier 3,Supermarket Type1,1245.046,38
Drinks,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,OUT010,1998,Medium,Tier 3,Grocery Store,151.8024,27
Food,12.6,Regular,0.062797771,Frozen Foods,103.999,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.592,26
Food,19.75,Regular,0.018096488,Frozen Foods,179.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49,16
Food,10.895,Regular,0.009613854,Dairy,122.973,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,38
Food,16.6,Low Fat,0.026645307,Frozen Foods,53.5614,OUT018,2009,Medium,Tier 3,Supermarket Type2,939.4438,16
Food,6.765,Regular,0.087753682,Frozen Foods,105.3306,OUT017,2007,Medium,Tier 2,Supermarket Type1,2090.612,18
Food,13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,OUT045,2002,Medium,Tier 2,Supermarket Type1,2801.6864,23
Non-Consumable,12.857645184136183,Non-Counsumable,0.041091215,Household,89.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532,40
Food,6.155,Regular,0.095195306,Meat,213.956,OUT017,2007,Medium,Tier 2,Supermarket Type1,2343.616,18
Non-Consumable,10.65,Non-Counsumable,0.048686689,Others,164.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786,28
Food,12.857645184136183,Low Fat,0.117091213,Snack Foods,197.9084,OUT019,1985,Small,Tier 1,Grocery Store,992.042,40
Food,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.4912,28
Food,20.5,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,2004,Small,Tier 2,Supermarket Type1,970.7364,21
Food,11.8,Regular,0.014075334,Frozen Foods,176.8344,OUT013,1987,High,Tier 3,Supermarket Type1,3568.688,38
Food,15.0,Low Fat,0.046336634,Breads,120.0414,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4006,38
Food,13.15,Low Fat,0.036641589,Frozen Foods,180.7976,OUT013,1987,High,Tier 3,Supermarket Type1,6157.3184,38
Food,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.8432,16
Food,12.857645184136183,Low Fat,0.035737373,Fruits and Vegetables,260.6278,OUT027,1985,Medium,Tier 3,Supermarket Type3,9371.8008,40
Food,11.6,Regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,Medium,Tier 2,Supermarket Type1,1949.4624,18
Food,14.35,Regular,0.091054989,Frozen Foods,231.8984,OUT049,1999,Medium,Tier 1,Supermarket Type1,4633.968,26
Food,13.15,Low Fat,0.043852434,Snack Foods,182.695,OUT045,2002,Medium,Tier 2,Supermarket Type1,4211.185,23
Food,10.895,Regular,0.009620042,Dairy,121.673,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.768,21
Non-Consumable,10.1,Non-Counsumable,0.054939848,Health and Hygiene,199.5084,OUT017,2007,Medium,Tier 2,Supermarket Type1,3372.9428,18
Drinks,18.7,Low Fat,0.014675574,Soft Drinks,50.8324,OUT017,2007,Medium,Tier 2,Supermarket Type1,934.7832,18
Non-Consumable,12.15,Non-Counsumable,0.14526636,Health and Hygiene,224.0404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.606,26
Food,10.195,Regular,0.146662938,Frozen Foods,138.6838,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.2246,28
Food,8.575,Regular,0.071786706,Dairy,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176,38
Food,16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,Medium,Tier 3,Grocery Store,102.5332,27
Food,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.7692,16
Non-Consumable,16.6,Non-Counsumable,0.027579198,Household,178.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,1605.9096,28
Food,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,1998,Medium,Tier 3,Grocery Store,717.0666,27
Non-Consumable,19.5,Non-Counsumable,0.014332439,Household,57.1614,OUT018,2009,Medium,Tier 3,Supermarket Type2,1381.535,16
Non-Consumable,16.6,Non-Counsumable,0.027133398,Health and Hygiene,106.2596,OUT010,1998,Medium,Tier 3,Grocery Store,215.7192,27
Drinks,11.85,Low Fat,0.132876847,Dairy,98.0726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.5986,26
Food,12.85,Low Fat,0.03315162,Snack Foods,170.6422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,38
Non-Consumable,9.0,Non-Counsumable,0.019536981,Household,170.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185,26
Food,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1830.95,21
Non-Consumable,8.93,Non-Counsumable,0.013179388,Household,55.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,939.4438,28
Non-Consumable,15.2,Non-Counsumable,0.033592687,Household,108.1912,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.2504,21
Food,7.655,Low Fat,0.05346916,Canned,114.1492,OUT010,1998,Medium,Tier 3,Grocery Store,115.8492,27
Food,12.857645184136183,Low Fat,0.126831854,Canned,209.027,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.994,40
Food,15.5,Low Fat,0.103603094,Snack Foods,143.547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47,26
Food,18.7,Low Fat,0.104840884,Frozen Foods,122.1072,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288,26
Drinks,9.5,Low Fat,0.042056944,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19,16
Food,13.65,Low Fat,0.040049609,Frozen Foods,34.4558,OUT017,2007,Medium,Tier 2,Supermarket Type1,611.2044,18
Food,19.5,Regular,0.03075661,Canned,86.254,OUT045,2002,Medium,Tier 2,Supermarket Type1,2163.85,23
Food,8.71,Low Fat,0.057792343,Canned,46.5376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,38
Food,12.857645184136183,Regular,0.03941584,Dairy,247.8092,OUT019,1985,Small,Tier 1,Grocery Store,498.0184,40
Drinks,19.6,Low Fat,0.024363939,Dairy,46.3718,OUT017,2007,Medium,Tier 2,Supermarket Type1,661.8052,18
Food,12.857645184136183,Regular,0.131443921,Fruits and Vegetables,189.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,5294.4416,40
Non-Consumable,11.8,Non-Counsumable,0.058725131,Health and Hygiene,82.3618,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427,21
Food,6.715,Regular,0.122274118,Baking Goods,40.3454,OUT017,2007,Medium,Tier 2,Supermarket Type1,838.908,18
Non-Consumable,19.1,Non-Counsumable,0.067239404,Household,39.6796,OUT013,1987,High,Tier 3,Supermarket Type1,660.4736,38
Food,20.7,Low Fat,0.021464454,Baking Goods,156.6288,OUT049,1999,Medium,Tier 1,Supermarket Type1,3928.22,26
Drinks,10.195,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.744,16
Food,20.2,Regular,0.039469737,Breakfast,155.163,OUT017,2007,Medium,Tier 2,Supermarket Type1,782.315,18
Drinks,10.8,Low Fat,0.061101383,Soft Drinks,151.9024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408,28
Non-Consumable,19.75,Non-Counsumable,0.014359584,Household,100.8332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1537.998,16
Food,19.35,Low Fat,0.016637301,Frozen Foods,120.9098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1687.1372,26
Food,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,2009,Medium,Tier 3,Supermarket Type2,3115.944,16
Non-Consumable,15.25,Non-Counsumable,0.061308889,Household,128.8968,OUT045,2002,Medium,Tier 2,Supermarket Type1,2348.9424,23
Non-Consumable,12.857645184136183,Non-Counsumable,0.055566935,Household,263.591,OUT019,1985,Small,Tier 1,Grocery Store,262.991,40
Food,8.895,Low Fat,0.026397141,Frozen Foods,207.8954,OUT045,2002,Medium,Tier 2,Supermarket Type1,3542.7218,23
Non-Consumable,18.75,Non-Counsumable,0.034307348,Household,215.2218,OUT046,1997,Small,Tier 1,Supermarket Type1,4701.8796,28
Food,20.1,Low Fat,0.074627201,Dairy,110.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.3648,28
Non-Consumable,12.35,Non-Counsumable,0.041973712,Health and Hygiene,35.7216,OUT017,2007,Medium,Tier 2,Supermarket Type1,519.324,18
Food,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816,16
Food,18.25,Low Fat,0.10084386,Starchy Foods,166.3526,OUT010,1998,Medium,Tier 3,Grocery Store,164.4526,27
Food,17.0,Low Fat,0.055519561,Dairy,219.8114,OUT049,1999,Medium,Tier 1,Supermarket Type1,1108.557,26
Food,12.857645184136183,Regular,0.012203915,Snack Foods,133.2284,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.3372,40
Food,14.3,Low Fat,0.130946374,Baking Goods,76.7328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.9576,16
Food,17.6,Regular,0.041381156,Snack Foods,35.019,OUT046,1997,Small,Tier 1,Supermarket Type1,659.142,28
Food,12.857645184136183,Regular,0.04586701,Frozen Foods,37.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,910.8144,40
Drinks,20.25,Low Fat,0.036474041,Dairy,218.3482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2409.5302,16
Food,18.0,Low Fat,0.039231652,Snack Foods,145.1418,OUT017,2007,Medium,Tier 2,Supermarket Type1,2648.5524,18
Non-Consumable,16.35,Non-Counsumable,0.013393537,Others,106.028,OUT045,2002,Medium,Tier 2,Supermarket Type1,1065.28,23
Food,14.0,Regular,0.031444357,Canned,53.764,OUT017,2007,Medium,Tier 2,Supermarket Type1,798.96,18
Drinks,5.78,Low Fat,0.014555066,Soft Drinks,145.2102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,28
Food,21.0,Low Fat,0.082526478,Snack Foods,191.8478,OUT010,1998,Medium,Tier 3,Grocery Store,774.9912,27
Food,13.65,Regular,0.080765853,Frozen Foods,262.8936,OUT049,1999,Medium,Tier 1,Supermarket Type1,4958.8784,26
Food,12.3,Regular,0.17797002,Fruits and Vegetables,173.1396,OUT010,1998,Medium,Tier 3,Grocery Store,697.7584,27
Food,12.35,Regular,0.03382933,Meat,196.9426,OUT045,2002,Medium,Tier 2,Supermarket Type1,2768.3964,23
Drinks,11.8,Low Fat,0.11397026,Soft Drinks,185.1924,OUT017,2007,Medium,Tier 2,Supermarket Type1,2591.2936,18
Drinks,19.7,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,21
Food,10.1,Low Fat,0.032075379,Canned,50.9008,OUT013,1987,High,Tier 3,Supermarket Type1,354.2056,38
Food,12.857645184136183,Low Fat,0.196490902,Canned,120.544,OUT019,1985,Small,Tier 1,Grocery Store,479.376,40
Food,17.85,Low Fat,0.146305498,Breads,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1607.2412,38
Non-Consumable,20.7,Non-Counsumable,0.026877471,Household,74.6354,OUT013,1987,High,Tier 3,Supermarket Type1,1053.2956,38
Food,8.89,Low Fat,0.005474515,Frozen Foods,99.7016,OUT046,1997,Small,Tier 1,Supermarket Type1,1922.8304,28
Food,14.5,Low Fat,0.064048405,Canned,153.4682,OUT035,2004,Small,Tier 2,Supermarket Type1,1677.1502,21
Non-Consumable,9.0,Non-Counsumable,0.032203667,Household,100.8016,OUT017,2007,Medium,Tier 2,Supermarket Type1,1113.2176,18
Drinks,13.35,Low Fat,0.017857847,Dairy,77.5012,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024,16
Food,6.675,Low Fat,0.041921462,Snack Foods,92.3462,OUT046,1997,Small,Tier 1,Supermarket Type1,2406.2012,28
Food,10.3,Regular,0.024875871,Baking Goods,173.0422,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3064,38
Food,12.857645184136183,Regular,0.028139761,Canned,173.7422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3621.2862,40
Food,17.1,Regular,0.073997843,Fruits and Vegetables,207.0638,OUT013,1987,High,Tier 3,Supermarket Type1,4969.5312,38
Food,14.15,Low Fat,0.020798905,Fruits and Vegetables,123.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1245.046,16
Drinks,10.8,Low Fat,0.052363244,Soft Drinks,236.5564,OUT017,2007,Medium,Tier 2,Supermarket Type1,5243.8408,18
Food,8.5,Low Fat,0.098283459,Canned,51.3324,OUT018,2009,Medium,Tier 3,Supermarket Type2,934.7832,16
Food,6.215,Low Fat,0.012138795,Fruits and Vegetables,39.2848,OUT013,1987,High,Tier 3,Supermarket Type1,521.9872,38
Food,17.5,Low Fat,0.057792343,Snack Foods,253.0356,OUT035,2004,Small,Tier 2,Supermarket Type1,4578.0408,21
Food,20.7,Low Fat,0.042923652,Dairy,178.3028,OUT045,2002,Medium,Tier 2,Supermarket Type1,1062.6168,23
Food,8.975,Regular,0.009058845,Canned,103.399,OUT046,1997,Small,Tier 1,Supermarket Type1,2579.975,28
Food,20.5,Regular,0.032136417,Frozen Foods,83.9592,OUT010,1998,Medium,Tier 3,Grocery Store,165.1184,27
Food,13.65,Low Fat,0.065898197,Frozen Foods,46.1402,OUT018,2009,Medium,Tier 3,Supermarket Type2,459.402,16
Food,13.1,Low Fat,0.075731322,Dairy,167.5158,OUT045,2002,Medium,Tier 2,Supermarket Type1,1504.0422,23
Food,4.615,Regular,0.101812521,Canned,232.23,OUT035,2004,Small,Tier 2,Supermarket Type1,5126.66,21
Food,12.3,Regular,0.106327251,Fruits and Vegetables,172.8396,OUT046,1997,Small,Tier 1,Supermarket Type1,2616.594,28
Non-Consumable,12.857645184136183,Non-Counsumable,0.080933328,Others,37.519,OUT027,1985,Medium,Tier 3,Supermarket Type3,842.237,40
Food,19.2,Low Fat,0.100055601,Frozen Foods,112.4886,OUT035,2004,Small,Tier 2,Supermarket Type1,1223.0746,21
Food,20.1,Regular,0.054540159,Frozen Foods,152.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.683,26
Food,11.5,Regular,0.037723476,Snack Foods,109.5254,OUT018,2009,Medium,Tier 3,Supermarket Type2,1953.4572,16
Food,9.3,Low Fat,0.14897741,Canned,143.0786,OUT010,1998,Medium,Tier 3,Grocery Store,288.9572,27
Food,15.2,Regular,0.104201019,Fruits and Vegetables,176.5054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2976.7918,16
Food,12.65,Regular,0.076198809,Frozen Foods,191.3846,OUT045,2002,Medium,Tier 2,Supermarket Type1,2675.1844,23
Food,11.1,Low Fat,0.010639596,Canned,84.1908,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,21
Non-Consumable,12.857645184136183,Non-Counsumable,0.025039776,Household,102.7332,OUT019,1985,Small,Tier 1,Grocery Store,410.1328,40
Food,12.857645184136183,Low Fat,0.086326707,Snack Foods,192.6478,OUT019,1985,Small,Tier 1,Grocery Store,387.4956,40
Non-Consumable,19.2,Non-Counsumable,0.041220035,Household,131.231,OUT035,2004,Small,Tier 2,Supermarket Type1,3635.268,21
Food,19.75,Low Fat,0.01247354,Fruits and Vegetables,187.5872,OUT045,2002,Medium,Tier 2,Supermarket Type1,1323.6104,23
Drinks,6.135,Low Fat,0.079132212,Soft Drinks,112.686,OUT045,2002,Medium,Tier 2,Supermarket Type1,2942.836,23
Food,12.5,Low Fat,0.020693809,Breads,199.1742,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.6324,21
Food,7.235,Low Fat,0.10016525,Snack Foods,193.9452,OUT045,2002,Medium,Tier 2,Supermarket Type1,2936.178,23
Food,15.85,Low Fat,0.057302606,Snack Foods,53.3956,OUT035,2004,Small,Tier 2,Supermarket Type1,600.5516,21
Food,9.895,Regular,0.048761046,Frozen Foods,260.5278,OUT045,2002,Medium,Tier 2,Supermarket Type1,8851.1452,23
Drinks,20.75,Low Fat,0.057792343,Soft Drinks,153.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384,21
Drinks,10.8,Low Fat,0.052149675,Soft Drinks,239.9564,OUT049,1999,Medium,Tier 1,Supermarket Type1,3813.7024,26
Non-Consumable,8.76,Non-Counsumable,0.050130529,Health and Hygiene,128.3336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2556.672,26
Food,16.1,Regular,0.024987903,Fruits and Vegetables,97.341,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.033,26
Food,7.1,Low Fat,0.109990885,Fruits and Vegetables,172.908,OUT035,2004,Small,Tier 2,Supermarket Type1,2769.728,21
Food,19.35,Regular,0.049736267,Fruits and Vegetables,76.8644,OUT045,2002,Medium,Tier 2,Supermarket Type1,1571.288,23
Food,16.7,Regular,0.117026714,Baking Goods,189.2214,OUT010,1998,Medium,Tier 3,Grocery Store,188.4214,27
Food,9.5,Regular,0.035121963,Fruits and Vegetables,168.6448,OUT013,1987,High,Tier 3,Supermarket Type1,1022.6688,38
Drinks,8.43,Low Fat,0.017311312,Soft Drinks,197.8768,OUT013,1987,High,Tier 3,Supermarket Type1,3744.4592,38
Non-Consumable,14.15,Non-Counsumable,0.008811818,Household,196.511,OUT045,2002,Medium,Tier 2,Supermarket Type1,2749.754,23
Food,5.44,Low Fat,0.025583714,Dairy,239.1538,OUT018,2009,Medium,Tier 3,Supermarket Type2,480.7076,16
Food,7.35,Regular,0.014353174,Fruits and Vegetables,242.6512,OUT013,1987,High,Tier 3,Supermarket Type1,969.4048,38
Food,12.857645184136183,Regular,0.054220618,Breads,129.131,OUT027,1985,Medium,Tier 3,Supermarket Type3,4933.578,40
Food,20.1,Regular,0.054410179,Frozen Foods,151.3366,OUT013,1987,High,Tier 3,Supermarket Type1,2720.4588,38
Food,12.0,Low Fat,0.033974436,Canned,181.8976,OUT046,1997,Small,Tier 1,Supermarket Type1,4527.44,28
Food,21.25,Low Fat,0.009996872,Meat,185.5608,OUT035,2004,Small,Tier 2,Supermarket Type1,3123.9336,21
Food,8.3,Regular,0.030212499,Baking Goods,98.0384,OUT045,2002,Medium,Tier 2,Supermarket Type1,2857.6136,23
Food,10.1,Low Fat,0.027217468,Meat,76.067,OUT017,2007,Medium,Tier 2,Supermarket Type1,1454.773,18
Food,14.15,Low Fat,0.038123176,Starchy Foods,123.5046,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.0736,18
Food,9.0,Low Fat,0.079506434,Canned,78.3644,OUT045,2002,Medium,Tier 2,Supermarket Type1,1728.4168,23
Food,12.15,Low Fat,0.021811987,Breads,163.6184,OUT018,2009,Medium,Tier 3,Supermarket Type2,2311.6576,16
Food,12.857645184136183,Low Fat,0.082150145,Dairy,192.9504,OUT027,1985,Medium,Tier 3,Supermarket Type3,7478.2656,40
Food,12.857645184136183,Low Fat,0.036012919,Snack Foods,148.0734,OUT019,1985,Small,Tier 1,Grocery Store,593.8936,40
Food,20.0,Regular,0.028167478,Fruits and Vegetables,45.5744,OUT049,1999,Medium,Tier 1,Supermarket Type1,452.744,26
